job_id,industry_id
3887466990,10
3887473087,11
3887467990,96
3887467990,14
3884435035,84
3887473085,3198
3884436005,29
3887469995,3198
3887476153,3198
3884436082,43
3884436082,41
3884436082,45
3884433143,68
3884428699,3243
3884436090,104
3884436090,84
3887474156,19
3884433290,88
3884915172,34
3884436043,104
3884436043,43
3884435045,2179
3887475323,1128
3887475080,3198
3887475125,118
3884916234,41
3884430673,75
3884430673,1495
3887480464,57
3887489324,8
3887491518,8
3887474751,44
3884436265,43
3887474132,17
3887482515,96
3884428994,48
3884429642,116
3887700448,1
3887700448,52
3887700448,2391
3884434302,137
3887476796,1359
3887479259,27
3887483355,27
3887477383,44
3884436058,88
3884921377,104
3887479262,27
3887475826,1359
3887483125,27
3884920483,14
3887486795,27
3887474885,1359
3884440113,9
3884440113,10
3887472563,3198
3887478731,27
3884923200,104
3884439191,27
3884436739,96
3884436739,31
3884436739,103
3887484378,27
3887482415,27
3887480292,27
3884925073,14
3887493548,44
3884440092,3202
3887477829,27
3884919673,104
3884436197,8
3887473015,124
3887481243,27
3884926298,32
3884926298,31
3884926298,28
3884434305,124
3884434305,14
3884434305,13
3884920865,32
3884920865,31
3884920865,28
3884919204,49
3887482597,27
3887489256,47
3887489256,43
3887484130,27
3887477366,27
3887497644,86
3887708685,57
3884440200,15
3884919680,32
3884919680,31
3884919680,28
3884435771,42
3884436765,1862
3887483643,27
3884924090,104
3887478430,1359
3887480516,27
3884435808,118
3884435808,84
3884435808,3
3887483346,27
3887482202,27
3887498742,104
3887709153,1
3887709153,52
3887709153,2391
3884430793,75
3884430793,1495
3884432812,41
3884432812,43
3884432812,42
3887497451,15
3884440213,1912
3884436942,48
3884436942,406
3884436942,51
3887483348,27
3887702161,27
3887702161,615
3887702161,19
3887485013,27
3884925191,32
3884925191,31
3884925191,28
3884435949,2353
3884922371,32
3884922371,31
3884922371,28
3884436663,3243
3884935447,23
3887700775,1
3887700775,52
3887700775,2391
3884438563,96
3887479412,27
3884915168,3231
3887484133,27
3887496480,15
3887485023,27
3887720463,1
3887720463,2391
3887720463,52
3887715866,1
3887715866,52
3887715866,2391
3884922150,32
3884922150,31
3884922150,28
3884442003,96
3884921453,14
3884930555,27
3884430813,59
3887723062,1
3887723062,52
3887723062,2391
3884938553,42
3884923198,104
3887716066,124
3887705985,36
3887705985,28
3887705985,126
358267047,137
3884440160,48
3887494925,15
3884441316,27
3884440218,14
3887717163,51
3884441315,27
3887493908,15
3884440144,14
3884922919,96
3884441131,14
3884437430,25
3884437430,27
3884437430,116
3887482690,27
3884437718,2353
3887715382,42
3884434786,14
3884441314,27
3884439201,1916
3887719289,14
3887719289,139
3887719289,100
3887834598,69
3884432630,75
3884432630,1495
3884916952,34
3884449075,17
3884927954,4
3887712208,14
3884433381,96
3887474869,1359
3887475982,27
3884430827,124
3884430827,14
3884430827,13
3884431837,124
3884431837,14
3884431837,13
3887712929,4
3884429809,14
3884937289,56
3887498795,1
3887498795,52
3887498795,2391
3887493907,15
3887713091,14
3884440534,27
3887715580,31
3884438526,14
3884935697,56
3884439684,27
3884918880,104
3884429892,30
3884441311,27
3884434785,14
3887494432,147
3884439523,96
3887705712,34
3884931537,110
3887712292,52
3884440533,27
3887719384,1931
3887478738,27
3887719363,104
3887706972,96
3887498438,15
3884434384,14
3887498770,104
3884943082,42
3884440498,13
3887478958,27
3887717058,1
3887717058,52
3887717058,2391
3887717908,1912
3887717609,14
3884434939,104
3884442160,2353
3887711431,10
3884438527,14
3884434884,14
3884439588,12
3884918707,32
3884918707,31
3884918707,28
3887718719,27
3884441312,27
3884442204,27
3884443106,137
3887495643,44
3887494966,44
3887712954,4
3884440851,15
3884440851,14
3884438596,56
3887707892,96
3887497452,15
3884441313,27
3884918657,32
3884918657,31
3884918657,28
3887700647,104
3884924308,32
3884924308,31
3884924308,28
3884441318,27
3887721010,50
3887721010,48
3887721010,3242
3884440685,19
3887712320,1862
3887712320,6
3884921387,32
3884921387,31
3884921387,28
3887711360,14
3884937059,23
3887717893,104
3887723091,14
3887723091,139
3887723091,100
3884435317,124
3884435317,14
3884435317,13
3884497908,1594
3887480514,27
3887721181,14
3887721181,139
3887721181,100
3884437155,96
3884437155,27
3887715575,31
3840584142,80
3884439266,14
3887723181,104
3884499585,10
3884499585,6
3887709729,124
3884919732,14
3884922239,104
3884434076,88
3884443368,14
3887834596,67
3884441631,27
3887480474,27
3887722193,104
3887716882,14
3884912822,3231
3884442502,27
3887720325,27
3887718823,1
3887718823,2391
3887718823,52
3887485019,27
3887712117,14
3887719292,14
3887719292,139
3887719292,100
3884444126,27
3884436194,8
3887838212,9
3884923979,14
3885808433,23
3884437291,3237
3887714936,4
3887716049,124
3884921927,48
3887844313,27
3884804203,10
3884804203,6
3884441358,27
3887494968,44
3884930756,49
3887856072,3241
3887498811,104
3884924094,104
3887845551,27
3884443809,48
3884443809,3242
3884443809,923
3887477794,27
3884434253,96
3887836928,116
3887859517,27
3887702206,104
3887721293,96
3884435818,80
3887708096,1
3887708096,52
3887708096,2391
3887844203,27
3887716890,14
3887861303,1359
3887839570,27
3887855712,27
3887861314,1359
3884934666,23
3887719381,104
3887861593,27
3887839806,27
3884439687,27
3887486251,27
3884939469,27
3887862437,27
3884437331,14
3884920368,32
3884920368,31
3884920368,28
3887841828,27
3887862480,27
3885816327,32
3885816327,31
3885816327,28
3887855994,27
3887862335,27
3884921389,32
3884921389,31
3884921389,28
3884923215,104
3884803257,10
3884803257,6
3884440532,27
3884437728,9
3885809404,23
3887856920,27
3887860655,27
3885811897,32
3885811897,31
3885811897,28
3887857746,27
3887862156,27
3887857807,9
3885819120,32
3885819120,31
3885819120,28
3885817034,32
3885817034,31
3885817034,28
3884439683,27
3887498728,104
3887712095,14
3887497495,44
3887496479,15
3887708891,104
3887715616,112
3887856922,27
3887869623,86
3885813284,32
3885813284,31
3885813284,28
3887723190,1912
3885819089,32
3885819089,31
3885819089,28
3887717230,31
3885812679,32
3885812679,31
3885812679,28
3885812677,32
3885812677,31
3885812677,28
3884440531,27
3884437645,4
3884821575,14
3884818271,124
3884818271,14
3884818271,13
3887866033,27
3884812359,88
3884818993,14
3885813174,32
3885813174,31
3885813174,28
3887494545,44
3884446804,123
3887703117,1
3887703117,52
3887703117,2391
3887713456,25
3887496660,1
3887496660,52
3887496660,2391
3887868707,15
3887714927,4
3887715919,14
3887845246,27
3887861594,27
3885818874,122
3885818874,1958
3887870504,86
3884828215,27
3885817103,32
3885817103,31
3885817103,28
3885807989,32
3885807989,31
3885807989,28
3884818841,80
3884821423,96
3885813448,32
3885813448,31
3885813448,28
3884441875,100
3884441875,139
3884441875,14
3884828214,27
3887884048,31
3887870414,15
3884823624,27
3887716063,1
3887716063,52
3887716063,2391
3884828829,100
3884828829,139
3884828829,14
3887715991,14
3884433899,43
3887701325,1
3887701325,52
3887701325,2391
3887858540,1359
3885824808,42
3884818995,14
3887715959,14
3884440852,15
3884440852,14
3884810486,4
3884820659,96
3884443163,27
3885808432,23
3884825052,14
3887717340,1
3884813159,137
3884814709,124
3884814709,14
3884814709,13
3884443161,27
3885813291,32
3885813291,31
3885813291,28
3887887680,94
3887834891,14
3887878829,9
3885820652,54
3885820652,57
3885820652,25
3887857765,27
3884818992,14
3887857605,27
3885834160,31
3884835624,104
3887857603,27
3884821977,27
3887890716,50
3887723182,104
3887713975,104
3884829737,98
3887709788,14
3885818787,28
3887856923,27
3884824205,14
3887709850,1
3887709850,52
3887709850,2391
3887844289,27
3887885054,4
3884829691,12
3884817273,59
3884441652,9
3887724130,104
3884838249,104
3885831429,42
3887871328,14
3887892853,96
3885840841,14
3887855710,27
3884825412,27
3887894186,44
3885828137,82
3885837173,14
3884820105,59
3887869555,15
3885839483,11
3884440992,48
3884440992,406
3884846375,70
3884819153,86
3887886498,31
3887861536,27
3884823059,80
3888009718,25
3885814188,32
3885814188,31
3885814188,28
3887718476,14
3884441874,100
3884441874,139
3884441874,14
3884817299,124
3884817299,14
3884817299,13
3885841813,14
3887488819,9
3885844196,14
3885836221,14
3885839866,14
3884827295,27
3887881000,47
3887858818,27
3887858819,27
3884447010,27
3885843703,14
3884823159,47
3884823159,43
3884823159,11
3887885628,31
3885828075,42
3885840095,30
3885840095,143
3885840095,27
3887719135,14
3888008592,28
3887859828,27
3887715212,104
3884841949,70
3885833882,14
3884437755,14
3884444031,12
3885829724,42
3885842465,11
3888010447,27
3888011325,27
3885841819,14
3884836606,1292
3885811763,32
3885811763,31
3885811763,28
3884939450,14
3884437614,14
3885831840,14
3884447492,100
3884447492,139
3884447492,14
3888011044,27
3885833469,96
3884814678,59
3885825982,54
3885843705,14
3885828791,42
3884439373,92
3888009447,28
3884814729,59
3888014831,28
3884939421,34
3885845144,14
3885838954,14
3887840464,27
3888010741,3190
3887887820,50
3885823632,14
3885834393,96
3888011135,27
3885841816,14
3885843707,14
3885833450,27
3884819126,124
3884819126,14
3884819126,13
3887877844,31
3884858495,14
3887891194,122
3887896132,96
3887874030,14
3884818270,124
3884818270,14
3884818270,13
3884818272,124
3884818272,14
3884818272,13
3885819129,32
3885819129,31
3885819129,28
3887870703,46
3885840835,14
3885853525,14
3887717882,27
3885843706,14
3887883856,31
3885854248,17
3887877840,31
3888010467,27
3887873206,14
3887875140,124
3884830837,12
3887872699,34
3885817899,28
3884855686,14
3884859325,14
3887837856,19
3887891195,122
3888013993,28
3885845146,14
3885821949,42
3887855939,27
3885863522,96
3885863522,112
3885863522,133
3884834769,104
3884824207,14
3884824626,27
3887484379,27
3884818257,124
3884818257,14
3884818257,13
3885873060,112
3885838581,11
3885844778,48
3885844778,122
3887860656,27
3888014028,27
3884856691,14
3884828947,12
3888006883,27
3885841815,14
3884811473,4
3884439682,27
3887717594,14
3884847129,70
3887845396,27
3884820805,14
3887863188,27
3884854235,4
3884860303,14
3888010713,27
3884434858,6
3885841814,14
3884437746,27
3887888318,44
3884856692,14
3885840833,14
3884859329,14
3885804819,23
3885843704,14
3887862334,27
3887719397,1594
3884891857,3207
3884856688,14
3884859328,14
3884856652,43
3887860715,27
3884857506,14
3884861118,14
3884858496,14
3884847130,70
3884889889,3207
3884920248,32
3884920248,31
3884920248,28
3884442203,27
3885856198,14
3884861120,14
3884859327,14
3884860305,14
3885812676,32
3885812676,31
3885812676,28
3887883853,31
3884441108,4
3885840840,14
3884857507,14
3884844723,70
3884848974,27
3884898495,48
3884854934,14
3884855690,14
3887857932,27
3885103149,14
3885103169,14
3884896957,14
3885814531,32
3885814531,31
3885814531,28
3884896193,3207
3885100364,13
3886202424,27
3884819121,124
3884819121,14
3884819121,13
3886204195,27
3884437418,32
3884834768,104
3886202504,30
3884855691,14
3886204242,30
3884896960,14
3885100544,14
3884898883,14
3884899830,1324
3885103363,1324
3885102342,1324
3885106029,1324
3885101678,1324
3885105058,1324
3885101679,1324
3885102343,1324
3885100726,1324
3885106027,1324
3885106039,42
3886207147,30
3885100857,48
3885102465,48
3885102463,48
3885105170,48
3885104244,48
3884899957,48
3885106135,48
3885102462,48
3885102467,48
3885102484,14
3885104251,14
3885106156,14
3884899977,14
3885105190,14
3885102491,14
3885100881,14
3885106158,14
3884899983,14
3885102486,14
3885100880,14
3885101799,14
3885106162,14
3885104258,14
3885105188,14
3885103482,14
3885102488,14
3885100882,14
3885105189,14
3885102492,14
3885105187,14
3885102490,14
3884899984,14
3888024632,1912
3885848310,14
3884841916,117
3886204531,27
3888019975,135
3888006972,27
3888006975,27
3888012103,27
3888011047,27
3885105411,86
3885106393,86
3885865823,139
3885864818,139
3888021998,52
3888022997,52
3888028078,44
3888028078,31
3886203882,4
3886206750,27
3885106998,32
3885107850,3202
3888031487,9
3888032358,140
3885111291,435
3885110319,435
3886213451,27
3888032441,31
3885112185,104
3885109696,41
3885112215,121
3885111418,57
3888031627,4
